id,name,set_name,rarity,type,supertype,color,cost,might,tags,effect,flavor,promo,banned,errata,url
UNL-043,Enthusiastic Promoter,Unleashed,Uncommon,Unit,,Calm,3,2,Yordle; Bandle City,"[Backline] (I must be assigned combat damage last.)
When I hold, [Buff] all units here. (Give each a +1 {Might} buff if it doesn't have one.)","“Step right up and see the Mechanized Menace versus the Midtown Mauler! Mmmm, it’s gonna be good!”",False,False,,https://riftbound.gg/cards/unl-043-enthusiastic-promoter/
UNL-044,Flurry of Feathers,Unleashed,Uncommon,Spell,,Calm,4,,,"[Reaction]
Choose one —Counter a spell.Play four 1 {Might} Bird unit tokens with [Deflect]. (Opponents must pay {Any Rune} to choose them with a spell or ability.)",,False,False,,https://riftbound.gg/cards/unl-044-flurry-of-feathers/
UNL-045,Forgotten Signpost,Unleashed,Uncommon,Gear,,Calm,2,,,"[Action][>] Exhaust a unit you control, {Exhaust}: Move a different unit you control to the location of the unit you exhausted to pay for this ability.","Great City of Demacia — 470  
Immortal Bastion — 2,105  
Bandle City — ????",False,False,,https://riftbound.gg/cards/unl-045-forgotten-signpost/
UNL-046,Friendship,Unleashed,Uncommon,Spell,,Calm,1,,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Choose a unit. Give it +1 {Might} this turn for each of the following tags among your units — Bird, Cat, Dog, and Poro.",There's always time for scritches.,False,False,,https://riftbound.gg/cards/unl-046-friendship/
UNL-047,Mosstomper,Unleashed,Uncommon,Unit,,Calm,3,3,Dog; Ixtal,"[Hunt 2] (When I conquer or hold, gain 2 XP.)
[Level 3][>] I have +1 {Might} and [Deflect]. (While you have 3+ XP, get the effect. Opponents must pay {Any Rune} to choose a [Deflect] unit with a spell or ability.)",Sometimes you gotta stomp some moss.,False,False,,https://riftbound.gg/cards/unl-047-mosstomper/
UNL-047-P,Mosstomper (Unleashed Nexus Night Promo),Unleashed,Uncommon,Unit,,Calm,3,3,Dog; Ixtal,"[Hunt 2] (When I conquer or hold, gain 2 XP.)
[Level 3][>] I have +1 {Might} and [Deflect]. (While you have 3+ XP, get the effect. Opponents must pay {Any Rune} to choose a [Deflect] unit with a spell or ability.)",,True,False,,https://riftbound.gg/cards/unl-047-p-mosstomper/
UNL-048,Trevor Snoozebottom,Unleashed,Uncommon,Unit,,Calm,3,3,Yordle; Ionia,"[Shield] (+1 {Might} while I'm a defender.)
When I hold, play a ready 3 {Might} Sprite unit token with [Temporary] here. (Kill it at the start of its controller's next Beginning Phase, before scoring.)",He's raised sleepwalking to an art form.,False,False,,https://riftbound.gg/cards/unl-048-trevor-snoozebottom/
UNL-049,Honeyfruit,Unleashed,Rare,Gear,,Calm,2,,,"This enters exhausted.
[Reaction][>] {Exhaust}: [Add] {Any Rune}. (Abilities that add resources can't be reacted to.)
[Level 6][>] [>>][Reaction][>] {Exhaust}: [Add] {1 Energy}{Any Rune}. (Use this ability only while you have 6+ XP.)",,False,False,,https://riftbound.gg/cards/unl-049-honeyfruit/
UNL-050,Iascylla,Unleashed,Rare,Unit,,Calm,7,6,Bilgewater,"When I hold, at the start of your next Main Phase, you may move an enemy unit to this battlefield.","Irresistible as a whirlpool, and even more deadly.",False,False,,https://riftbound.gg/cards/unl-050-iascylla/
UNL-051,Ivern - Nurturer,Unleashed,Rare,Unit,Champion,Calm,5,4,Ivern; Ionia,"When you play me or when I hold, look at the top 3 cards of your Main Deck. You may reveal a unit from among them and draw it. Recycle the rest. Then if you revealed a Bird, Cat, Dog, or Poro, do this: [Buff] a friendly unit. (Give it a +1 {Might} buff if it doesn't have one.)",,False,False,,https://riftbound.gg/cards/unl-051-ivern-nurturer/
UNL-051A,Ivern - Nurturer,Unleashed,Showcase,Unit,Champion,Calm,5,4,Ivern; Ionia,"When you play me or when I hold, look at the top 3 cards of your Main Deck. You may reveal a unit from among them and draw it. Recycle the rest. Then if you revealed a Bird, Cat, Dog, or Poro, do this: [Buff] a friendly unit.",,False,False,,https://riftbound.gg/cards/unl-051a-ivern-nurturer/
UNL-052,Nami - Headstrong,Unleashed,Rare,Unit,Champion,Calm,3,3,Mount Targon; Nami,"You may pay {Calm Rune} as an additional cost to play me.
When you play me, if you paid the additional cost, [Stun] an enemy unit. (It doesn't deal combat damage this turn.)
When I hold, the next time you play a unit this turn, ready it and [Buff] it.",,False,False,,https://riftbound.gg/cards/unl-052-nami-headstrong/
UNL-053,Scuttle Crab,Unleashed,Rare,Unit,,Calm,2,,Bilgewater,"(Units with 0 {Might} can conquer and hold.)
When you play me, draw 1.
[Deathknell][>] Choose an opponent. They reveal their hand. You can look at their facedown cards this turn. Gain 1 XP. (When I die, get the effects.)",As harmless as it is delicious.,False,False,,https://riftbound.gg/cards/unl-053-scuttle-crab/
UNL-054,Tricksy Tentacles,Unleashed,Rare,Spell,,Calm,4,,,Move any number of enemy units with the same controller and a total Might of 8 or less to a single location.,Not exactly charming.,False,False,,https://riftbound.gg/cards/unl-054-tricksy-tentacles/
UNL-055,Vex - Mocking,Unleashed,Rare,Unit,Champion,Calm,5,5,Yordle; Vex; Shadow Isles,"[Shield] (+1 {Might} while I'm a defender.)
[Tank] (I must be assigned combat damage first.)
When you [Stun] an enemy unit at a battlefield, you may move me to that battlefield.",“Let’s turn these smiles upside down.”,False,False,,https://riftbound.gg/cards/unl-055-vex-mocking/
UNL-055A,Vex - Mocking,Unleashed,Showcase,Unit,Champion,Calm,5,5,Yordle; Vex; Shadow Isles,"[Shield]
[Tank]
When you [Stun] an enemy unit at a battlefield, you may move me to that battlefield.",“Let’s turn these smiles upside down.”,False,False,,https://riftbound.gg/cards/unl-055a-vex-mocking/
UNL-056,Yuumi - Magical Cat,Unleashed,Rare,Unit,Champion,Calm,3,1,Fae; Cat; Bandle City; Yuumi,"When I attack or defend, give one of your other units here +3 {Might} and [Tank] this turn. (It must be assigned combat damage first.)","“Who’s ready to risk our lives, defeat our foes, and maybe knock over some cups?”",False,False,,https://riftbound.gg/cards/unl-056-yuumi-magical-cat/
UNL-056-P,Yuumi - Magical Cat (Unleashed May 2026 Summoner Skirmish Participation Promo),Unleashed,Rare,Unit,Champion,Calm,3,1,Fae; Cat; Bandle City; Yuumi,,,True,False,,https://riftbound.gg/cards/unl-056-p-yuumi-magical-cat/
UNL-057,Alpha Wildclaw,Unleashed,Epic,Unit,,Calm,6,7,Cat; Freljord,"[Tank] (I must be assigned combat damage first.)
Your units here with less Might than me can't be chosen by enemy spells and abilities.","Best take care of the big one, before it takes care of you.",False,False,,https://riftbound.gg/cards/unl-057-alpha-wildclaw/
UNL-058,Lillia - Protector of Dreams,Unleashed,Epic,Unit,Champion,Calm,5,4,Fae; Lillia; Ionia,"When you play a token unit, give me +1 {Might} this turn.
Your token units have [Tank]. (They must be assigned combat damage first.)",“Nothing cries louder than loneliness.”,False,False,,https://riftbound.gg/cards/unl-058-lillia-protector-of-dreams/
UNL-058-P,Lillia - Protector of Dreams (Unleashed June 2026 Summoner Skirmish Top 8 Promo),Unleashed,Epic,Unit,Champion,Calm,5,4,Fae; Lillia; Ionia,"When you play a token unit, give me +1 {Might} this turn.
Your token units have [Tank]. (They must be assigned combat damage first.)",,True,False,,https://riftbound.gg/cards/unl-058-p-lillia-protector-of-dreams/
UNL-058-P-Champion,Lillia - Protector of Dreams (Unleashed June 2026 Summoner Skirmish Champion Promo),Unleashed,Epic,Unit,Champion,Calm,5,4,Fae; Lillia; Ionia,"When you play a token unit, give me +1 {Might} this turn.
Your token units have [Tank]. (They must be assigned combat damage first.)",,True,False,,https://riftbound.gg/cards/unl-058-p-champion-lillia-protector-of-dreams/
UNL-058A,Lillia - Protector of Dreams,Unleashed,Showcase,Unit,Champion,Calm,5,4,Fae; Lillia; Ionia,"When you play a token unit, give me +1 {Might} this turn.
Your token units have [Tank].",“Nothing cries louder than loneliness.”,False,False,,https://riftbound.gg/cards/unl-058a-lillia-protector-of-dreams/
UNL-059,Master Yi - Unstoppable,Unleashed,Epic,Unit,Champion,Calm,12,12,Master Yi; Ionia,"[Level 3][>] I cost {2 Energy}{Calm Rune} less. (While you have 3+ XP, get the effect.)
[Level 6][>] I cost {4 Energy}{Calm Rune}{Calm Rune} less instead.
[Level 11][>] I cost {6 Energy}{Calm Rune}{Calm Rune}{Calm Rune} less instead.
[Level 16][>] I can't be chosen by enemy spells and abilities.",,False,False,,https://riftbound.gg/cards/unl-059-master-yi-unstoppable/
UNL-059A,Master Yi - Unstoppable,Unleashed,Showcase,Unit,Champion,Calm,12,12,Master Yi; Ionia,"[Level 3][>] I cost {2 Energy}{Calm Rune} less.
[Level 6][>] I cost {4 Energy}{Calm Rune}{Calm Rune} less instead.
[Level 11][>] I cost {6 Energy}{Calm Rune}{Calm Rune}{Calm Rune} less instead.
[Level 16][>] I can't be chosen by enemy spells and abilities.",“A true master is an eternal student.”,False,False,,https://riftbound.gg/cards/unl-059a-master-yi-unstoppable/
UNL-060,Vilemaw,Unleashed,Epic,Unit,,Calm,8,8,Shadow Isles; Spider,"[Ambush] (You may play me as a [Reaction] to a battlefield where you have units.)
Enemy units here with less Might than me don't deal combat damage.
When I hold, draw 1.",Its lair lies beyond a twisted treeline.,False,False,,https://riftbound.gg/cards/unl-060-vilemaw/
UNL-060A,Vilemaw,Unleashed,Showcase,Unit,,Calm,8,8,Shadow Isles; Spider,"[Ambush]
Enemy units here with less Might than me don't deal combat damage.
When I hold, draw 1.",Its lair lies beyond a twisted treeline.,False,False,,https://riftbound.gg/cards/unl-060a-vilemaw/
UNL-061,Downstage Dramatics,Unleashed,Common,Spell,,Mind,2,,,"[Reaction] (Play any time, even before spells and abilities resolve.)
[Repeat] {2 Energy} (You may pay the additional cost to repeat this spell's effect.)
Draw 1.",A true artist reveres both canvas and brush.,False,False,,https://riftbound.gg/cards/unl-061-downstage-dramatics/
UNL-061-P,Downstage Dramatics (Unleashed Nexus Night Promo),Unleashed,Common,Spell,,Mind,2,,,"[Reaction] (Play any time, even before spells and abilities resolve.)
[Repeat] {2 Energy} (You may pay the additional cost to repeat this spell's effect.)
Draw 1.",,True,False,,https://riftbound.gg/cards/unl-061-p-downstage-dramatics/
UNL-062,Dramatic Visionary,Unleashed,Common,Unit,,Mind,4,4,Ionia,"[Deathknell][>] [Predict 2]. (When I die, look at the top two cards of your Main Deck. Recycle any of them and put the rest back in any order.)",Truth rarely comes without sacrifice.,False,False,,https://riftbound.gg/cards/unl-062-dramatic-visionary/
UNL-063,Eclipse,Unleashed,Common,Spell,,Mind,3,,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Give a unit -4 {Might} this turn.
[Predict]. (Look at the top card of your Main Deck. You may recycle it.)","When sun and moon meet, darkness triumphs.",False,False,,https://riftbound.gg/cards/unl-063-eclipse/
UNL-064,Fate Weaver,Unleashed,Common,Unit,,Mind,5,4,Ionia,"When you play me, look at the top 4 cards of your Main Deck. You may reveal a spell with Energy cost {4 Energy} or more from among them and draw it. Recycle the rest.","“Long or short, every thread must meet the shears in the end.”",False,False,,https://riftbound.gg/cards/unl-064-fate-weaver/
UNL-065,Icevale Archer,Unleashed,Common,Unit,,Mind,2,2,Freljord,"When I attack, you may pay {1 Energy} to give a unit here -1 {Might} this turn.",He doesn’t bother to shout “Freeze!”,False,False,,https://riftbound.gg/cards/unl-065-icevale-archer/
UNL-065-P,Icevale Archer (Unleashed Nexus Night Promo),Unleashed,Common,Unit,,Mind,2,2,Frejlord,"When I attack, you may pay {1 Energy} to give a unit here -1 {Might} this turn.",,True,False,,https://riftbound.gg/cards/unl-065-p-icevale-archer/
UNL-066,Moonlight Affliction,Unleashed,Common,Spell,,Mind,7,,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Give a unit -10 {Might} this turn.","Light can illuminate, or it can blind.",False,False,,https://riftbound.gg/cards/unl-066-moonlight-affliction/
UNL-067,Ruined Rex,Unleashed,Common,Unit,,Mind,6,6,Bilgewater,"[Deathknell][>] Deal 4 to an enemy unit. (When I die, get the effect.)","It’s back, and worse than ever.",False,False,,https://riftbound.gg/cards/unl-067-ruined-rex/
UNL-068,Spectral Centaur,Unleashed,Common,Unit,,Mind,6,5,Spirit; Shadow Isles,"When another friendly unit dies, give me +2 {Might} this turn.",Death provides him with an ever-growing herd.,False,False,,https://riftbound.gg/cards/unl-068-spectral-centaur/
UNL-069,Sprite Burst,Unleashed,Common,Spell,,Mind,5,,,"Play two ready 3 {Might} Sprite unit tokens with [Temporary]. (Kill each at the start of its controller's Beginning Phase, before scoring.)","They’re lovely, while they last.",False,False,,https://riftbound.gg/cards/unl-069-sprite-burst/
UNL-070,Turn to Dust,Unleashed,Common,Spell,,Mind,2,,,"Give a gear [Temporary]. (Kill it at the start of its controller's Beginning Phase, before scoring.)",Nothing lasts forever.,False,False,,https://riftbound.gg/cards/unl-070-turn-to-dust/
UNL-071,Chakram Dancer,Unleashed,Uncommon,Unit,,Mind,3,3,Bilgewater,"[Ambush] (You may play me as a [Reaction] to a battlefield where you have units.)
When you play me, give your other units here [Shield] this turn. (+1 {Might} while they're defenders.)",Elegant. Effortless. Deadly.,False,False,,https://riftbound.gg/cards/unl-071-chakram-dancer/
UNL-072,Crescent Strike,Unleashed,Uncommon,Spell,,Mind,3,,,"[Action] (Play on your turn or in showdowns.)
Choose a battlefield and an enemy unit there. Deal 4 to that unit and 1 to each other enemy unit there.","The light of the moon is cold, yet burns.",False,False,,https://riftbound.gg/cards/unl-072-crescent-strike/
UNL-073,Deadly Flourish,Unleashed,Uncommon,Spell,,Mind,4,,,"Deal 3 to an enemy unit. When it dies this turn, play a Gold gear token exhausted. (It has ""[Reaction][>] Kill this, {Exhaust}: [Add] {Any Rune}."")",“The world is cruel. It does not have to be ugly.”,False,False,,https://riftbound.gg/cards/unl-073-deadly-flourish/
UNL-074,Frigid Jewel,Unleashed,Uncommon,Gear,,Mind,2,,,"When you draw your second card each turn, give a friendly unit +2 {Might} this turn.",The power of the Freljord shines from every facet.,False,False,,https://riftbound.gg/cards/unl-074-frigid-jewel/
UNL-075,Gustwalker,Unleashed,Uncommon,Unit,,Mind,3,3,Dog; Ionia,"[Hunt 2] (When I conquer or hold, gain 2 XP.)
[Level 3][>] I have +1 {Might} and [Ganking]. (While you have 3+ XP, get the effect. A [Ganking] unit can move from battlefield to battlefield.)",An unconventional choice of pet.,False,False,,https://riftbound.gg/cards/unl-075-gustwalker/
UNL-075-P,Gustwalker (Unleashed Nexus Night Promo),Unleashed,Uncommon,Unit,,Mind,3,3,Dog; Ionia,"[Hunt 2] (When I conquer or hold, gain 2 XP.)
[Level 3][>] I have +1 {Might} and [Ganking]. (While you have 3+ XP, get the effect. A [Ganking] unit can move from battlefield to battlefield.)",,True,False,,https://riftbound.gg/cards/unl-075-p-gustwalker/
UNL-076,Petal Pixie,Unleashed,Uncommon,Unit,,Mind,2,2,Fae; Ionia,I have +1 {Might} for each of your units with [Temporary] at my battlefield.,"She savors fleeting moments of beauty, knowing none but herself will ever see them.",False,False,,https://riftbound.gg/cards/unl-076-petal-pixie/
UNL-077,Soul Shepherd,Unleashed,Uncommon,Unit,,Mind,5,3,Shadow Isles,Your token units have +1 {Might}.,A strange guardian for a stranger flock.,False,False,,https://riftbound.gg/cards/unl-077-soul-shepherd/
UNL-078,Sprite Fountain,Unleashed,Uncommon,Gear,,Mind,2,,,"[Temporary] (Kill this at the start of its controller's Beginning Phase, before scoring.)
When you play this, play a ready 3 {Might} Sprite unit token with [Temporary] to your base.
[Deathknell][>] Repeat this gear's play effect. (When this dies, get the effect.)",,False,False,,https://riftbound.gg/cards/unl-078-sprite-fountain/
UNL-079,Diana - Lunari,Unleashed,Rare,Unit,Champion,Mind,3,3,Diana; Mount Targon,"When a showdown begins here, you may pay {1 Energy}. If you do, [Predict], then reveal the top card of your Main Deck. If it's a spell, draw it. (To Predict, look at the top card of your Main Deck. You may recycle it.)",“Follow no false light.”,False,False,,https://riftbound.gg/cards/unl-079-diana-lunari/
UNL-079A,Diana - Lunari,Unleashed,Showcase,Unit,Champion,Mind,3,3,Diana; Mount Targon,"When a showdown begins here, you may pay {1 Energy}. If you do, [Predict], then reveal the top card of your Main Deck. If it's a spell, draw it.",“Follow no false light.”,False,False,,https://riftbound.gg/cards/unl-079a-diana-lunari/
UNL-080,Hwei - Brooding Painter,Unleashed,Rare,Unit,Champion,Mind,5,5,Ionia; Hwei,"When I move, draw 1, then discard 1. Then, do the following based on the discarded card's type:Spell — Draw 1.Gear — Ready up to 2 runes.Unit — Give me +3 {Might} this turn.",,False,False,,https://riftbound.gg/cards/unl-080-hwei-brooding-painter/
